index,timestamp,speed_desired,ambient_temperature,ambient_pressure,speed,temperature,pressure,machineID
28,2022-01-21 12:50:28,1000,20.09,100.94,1175.27,135.5,1654.3,M_0000
29,2022-01-21 12:50:29,1000,19.97,100.94,1172.78,135.44,1662.87,M_0000
30,2022-01-21 12:50:30,1000,19.9,101.07,1173.98,135.46,1642.77,M_0000
31,2022-01-21 12:50:31,1000,19.94,100.92,1174.23,135.42,1654.11,M_0000
32,2022-01-21 12:50:32,1000,20.1,100.92,1172.5,135.43,1654.6,M_0000
33,2022-01-21 12:50:33,1000,20.09,101.08,1176.69,135.4,1636.58,M_0000
34,2022-01-21 12:50:34,1000,20.04,100.91,1178.27,135.37,1645.21,M_0000
35,2022-01-21 12:50:35,1000,19.98,101.04,1174.33,135.5,1651.13,M_0000
36,2022-01-21 12:50:36,1000,19.99,100.95,1172.55,135.53,1666.3,M_0000
37,2022-01-21 12:50:37,1000,19.99,101.05,1173.12,135.38,1644.32,M_0000
38,2022-01-21 12:50:38,1000,19.94,100.92,1169.63,135.43,1639.19,M_0000
39,2022-01-21 12:50:39,1000,19.93,101.05,1173.98,135.54,1646.07,M_0000
40,2022-01-21 12:50:40,1000,19.9,100.95,1176.55,135.47,1665.33,M_0000
41,2022-01-21 12:50:41,1000,19.95,101.01,1175.34,135.42,1653.45,M_0000
42,2022-01-21 12:50:42,1000,19.95,100.94,1173.57,135.46,1672.81,M_0000
43,2022-01-21 12:50:43,1000,20.01,100.92,1177.57,135.53,1652.85,M_0000
44,2022-01-21 12:50:44,1000,19.93,101.04,1175.16,135.51,1665.09,M_0000
45,2022-01-21 12:50:45,1000,19.92,100.92,1172.26,135.39,1657.04,M_0000
46,2022-01-21 12:50:46,1000,19.97,101.0,1171.3,135.53,1637.39,M_0000
47,2022-01-21 12:50:47,1000,19.98,100.91,1169.32,135.39,1654.01,M_0000
48,2022-01-21 12:50:48,1000,19.91,101.05,1176.4,135.44,1634.39,M_0000
49,2022-01-21 12:50:49,1000,20.0,100.96,1178.76,135.44,1650.41,M_0000
50,2022-01-21 12:50:50,1000,20.04,100.95,1173.91,135.35,1661.66,M_0000
51,2022-01-21 12:50:51,1000,19.95,100.92,1173.63,135.36,1655.11,M_0000
52,2022-01-21 12:50:52,1000,20.03,100.99,1175.16,135.47,1655.47,M_0000
53,2022-01-21 12:50:53,1000,20.08,101.01,1178.25,135.54,1664.95,M_0000
54,2022-01-21 12:50:54,1000,20.08,101.09,1176.76,135.5,1659.72,M_0000
55,2022-01-21 12:50:55,1000,20.0,100.95,1174.56,135.4,1646.54,M_0000
56,2022-01-21 12:50:56,1000,20.07,100.98,1174.0,135.38,1671.73,M_0000
57,2022-01-21 12:50:57,1000,20.06,100.91,1170.51,135.41,1654.34,M_0000
58,2022-01-21 12:50:58,1000,19.92,101.04,1172.25,135.51,1660.76,M_0000
59,2022-01-21 12:50:59,1000,20.06,101.05,1171.16,135.36,1661.68,M_0000
60,2022-01-21 12:51:00,1000,20.0,100.91,1175.64,135.4,1653.53,M_0000
61,2022-01-21 12:51:01,1000,20.1,100.96,1178.69,135.52,1656.34,M_0000
62,2022-01-21 12:51:02,1000,20.1,100.95,1173.23,135.54,1669.36,M_0000
63,2022-01-21 12:51:03,1000,19.93,101.1,1170.88,135.43,1645.29,M_0000
64,2022-01-21 12:51:04,1000,19.99,101.0,1172.89,135.39,1651.84,M_0000
65,2022-01-21 12:51:05,1000,20.03,101.01,1175.89,135.44,1642.75,M_0000
66,2022-01-21 12:51:06,1000,20.06,101.06,1173.46,135.43,1662.03,M_0000
67,2022-01-21 12:51:07,1000,20.09,100.94,1177.63,135.48,1659.52,M_0000
68,2022-01-21 12:51:08,1000,20.04,100.98,1174.57,135.46,1650.96,M_0000
69,2022-01-21 12:51:09,1000,20.05,100.96,1175.86,135.47,1643.94,M_0000
70,2022-01-21 12:51:10,1000,19.94,101.08,1172.93,135.49,1660.92,M_0000
71,2022-01-21 12:51:11,1000,20.0,101.07,1172.6,135.5,1670.15,M_0000
72,2022-01-21 12:51:12,1000,20.0,100.97,1172.31,135.44,1662.48,M_0000
73,2022-01-21 12:51:13,1000,20.08,100.97,1170.27,135.47,1672.49,M_0000
74,2022-01-21 12:51:14,1000,20.0,100.98,1174.25,135.48,1666.09,M_0000
75,2022-01-21 12:51:15,1000,20.08,100.94,1171.81,135.46,1656.53,M_0000
76,2022-01-21 12:51:16,1000,19.93,101.05,1177.77,135.42,1645.19,M_0000
77,2022-01-21 12:51:17,1000,19.95,100.96,1170.73,135.51,1649.51,M_0000
78,2022-01-21 12:51:18,1000,20.03,100.93,1178.77,135.51,1640.84,M_0000
79,2022-01-21 12:51:19,1000,19.97,101.09,1174.46,135.53,1670.44,M_0000
80,2022-01-21 12:51:20,1000,20.05,101.04,1178.54,135.44,1650.36,M_0000
81,2022-01-21 12:51:21,1000,20.05,101.02,1168.94,135.52,1654.24,M_0000
82,2022-01-21 12:51:22,1000,20.06,101.09,1171.96,135.45,1637.52,M_0000
83,2022-01-21 12:51:23,1000,19.93,101.02,1177.14,135.54,1654.42,M_0000
84,2022-01-21 12:51:24,1000,19.98,100.96,1170.13,135.45,1664.99,M_0000
85,2022-01-21 12:51:25,1000,19.92,101.07,1173.55,135.54,1668.59,M_0000
86,2022-01-21 12:51:26,1000,20.07,101.05,1171.0,135.51,1661.07,M_0000
87,2022-01-21 12:51:27,1000,19.95,101.02,1169.26,135.48,1665.7,M_0000
88,2022-01-21 12:51:28,1000,20.02,100.94,1177.96,135.36,1671.55,M_0000
89,2022-01-21 12:51:29,1000,19.97,100.97,1172.14,135.41,1649.05,M_0000
90,2022-01-21 12:51:30,1000,20.03,101.01,1178.67,135.49,1660.59,M_0000
91,2022-01-21 12:51:31,1000,20.03,101.05,1176.79,135.43,1668.8,M_0000
92,2022-01-21 12:51:32,1000,19.97,100.96,1171.05,135.49,1664.46,M_0000
93,2022-01-21 12:51:33,1000,20.07,100.92,1174.68,135.35,1635.09,M_0000
94,2022-01-21 12:51:34,1000,19.99,100.98,1170.12,135.53,1666.11,M_0000
95,2022-01-21 12:51:35,1000,20.07,101.03,1170.9,135.37,1649.08,M_0000
96,2022-01-21 12:51:36,1000,19.9,101.04,1171.9,135.49,1649.01,M_0000
97,2022-01-21 12:51:37,1000,19.99,101.02,1174.07,135.41,1643.15,M_0000
98,2022-01-21 12:51:38,1000,20.04,101.08,1172.84,135.47,1652.01,M_0000
99,2022-01-21 12:51:39,1000,19.99,101.07,1172.59,135.43,1634.62,M_0000
100,2022-01-21 12:51:40,1000,20.01,100.95,1178.97,135.43,1648.86,M_0000
101,2022-01-21 12:51:41,1000,19.95,101.0,1170.55,135.48,1658.28,M_0000
102,2022-01-21 12:51:42,1000,20.02,100.99,1172.99,135.5,1655.83,M_0000
103,2022-01-21 12:51:43,1000,20.06,101.09,1177.11,135.37,1652.61,M_0000
104,2022-01-21 12:51:44,1000,19.96,101.01,1171.87,135.41,1634.75,M_0000
105,2022-01-21 12:51:45,1000,19.98,100.94,1172.05,135.44,1647.31,M_0000
106,2022-01-21 12:51:46,1000,19.93,101.05,1170.21,135.46,1643.61,M_0000
107,2022-01-21 12:51:47,1000,19.99,100.91,1170.65,135.48,1669.72,M_0000
108,2022-01-21 12:51:48,1000,19.94,100.9,1175.47,135.41,1642.59,M_0000
109,2022-01-21 12:51:49,1000,20.09,101.04,1169.85,135.39,1673.71,M_0000
110,2022-01-21 12:51:50,1000,20.04,100.97,1173.4,135.47,1635.19,M_0000
111,2022-01-21 12:51:51,1000,19.91,100.94,1173.02,135.51,1668.08,M_0000
112,2022-01-21 12:51:52,1000,20.01,100.93,1171.51,135.43,1642.36,M_0000
113,2022-01-21 12:51:53,1000,19.98,100.99,1174.29,135.39,1661.89,M_0000
114,2022-01-21 12:51:54,1000,20.03,100.97,1178.67,135.36,1637.94,M_0000
115,2022-01-21 12:51:55,1000,19.98,100.99,1178.57,135.55,1658.23,M_0000
116,2022-01-21 12:51:56,1000,20.06,101.03,1175.47,135.5,1662.76,M_0000
117,2022-01-21 12:51:57,1000,19.93,101.07,1172.86,135.4,1637.17,M_0000
118,2022-01-21 12:51:58,1000,19.98,100.96,1176.83,135.47,1638.72,M_0000
119,2022-01-21 12:51:59,1000,19.93,101.07,1172.09,135.41,1634.94,M_0000
120,2022-01-21 12:52:00,1000,19.93,101.04,1177.87,135.41,1645.91,M_0000
121,2022-01-21 12:52:01,1000,20.01,101.05,1170.43,135.52,1651.87,M_0000
122,2022-01-21 12:52:02,1000,20.01,101.09,1171.4,135.43,1653.47,M_0000
123,2022-01-21 12:52:03,1000,20.05,101.0,1177.46,135.47,1657.32,M_0000
124,2022-01-21 12:52:04,1000,20.02,100.9,1176.71,135.46,1643.27,M_0000
125,2022-01-21 12:52:05,1000,20.08,101.1,1172.03,135.46,1643.57,M_0000
126,2022-01-21 12:52:06,1000,20.02,101.05,1178.05,135.41,1636.12,M_0000
127,2022-01-21 12:52:07,1000,19.96,100.96,1173.73,135.39,1636.13,M_0000
128,2022-01-21 12:52:08,1000,19.93,100.96,1172.5,135.38,1656.43,M_0000
129,2022-01-21 12:52:09,1000,19.91,101.02,1171.59,135.52,1640.53,M_0000
130,2022-01-21 12:52:10,1000,20.0,101.08,1173.64,135.55,1668.89,M_0000
131,2022-01-21 12:52:11,1000,19.95,100.92,1171.6,135.51,1643.58,M_0000
132,2022-01-21 12:52:12,1000,20.01,101.1,1178.48,135.36,1646.58,M_0000
133,2022-01-21 12:52:13,1000,20.0,101.02,1175.97,135.49,1634.76,M_0000
134,2022-01-21 12:52:14,1000,20.03,100.97,1174.03,135.45,1669.64,M_0000
135,2022-01-21 12:52:15,1000,19.99,100.91,1171.0,135.48,1658.98,M_0000
136,2022-01-21 12:52:16,1000,20.07,101.02,1170.82,135.42,1672.75,M_0000
137,2022-01-21 12:52:17,1000,19.99,101.02,1179.06,135.55,1661.68,M_0000
138,2022-01-21 12:52:18,1000,19.96,101.04,1173.04,135.4,1664.54,M_0000
139,2022-01-21 12:52:19,1000,20.0,101.0,1174.29,135.39,1650.28,M_0000
140,2022-01-21 12:52:20,1000,19.99,101.05,1174.38,135.37,1670.11,M_0000
141,2022-01-21 12:52:21,1000,20.06,101.05,1173.03,135.51,1638.8,M_0000
142,2022-01-21 12:52:22,1000,19.9,100.94,1176.55,135.44,1646.15,M_0000
143,2022-01-21 12:52:23,1000,20.06,101.0,1172.14,135.48,1650.13,M_0000
144,2022-01-21 12:52:24,1000,19.97,101.07,1174.79,135.45,1665.14,M_0000
145,2022-01-21 12:52:25,1000,19.94,100.96,1178.76,135.52,1666.72,M_0000
146,2022-01-21 12:52:26,1000,20.09,101.03,1172.0,135.38,1660.15,M_0000
147,2022-01-21 12:52:27,1000,19.98,100.91,1174.53,135.36,1637.09,M_0000
148,2022-01-21 12:52:28,1000,19.94,101.01,1171.62,135.41,1654.35,M_0000
149,2022-01-21 12:52:29,1000,20.01,101.08,1177.03,135.47,1666.95,M_0000
150,2022-01-21 12:52:30,1000,19.97,101.07,1172.35,135.41,1648.24,M_0000
151,2022-01-21 12:52:31,1000,20.0,101.02,1175.13,135.36,1637.23,M_0000
152,2022-01-21 12:52:32,1000,19.93,100.94,1170.04,135.54,1639.37,M_0000
153,2022-01-21 12:52:33,1000,19.96,101.09,1178.07,135.38,1646.58,M_0000
154,2022-01-21 12:52:34,1000,19.99,101.0,1171.82,135.52,1652.54,M_0000
155,2022-01-21 12:52:35,1000,20.0,101.1,1170.08,135.52,1653.27,M_0000
156,2022-01-21 12:52:36,1000,20.06,101.05,1177.57,135.51,1641.95,M_0000
157,2022-01-21 12:52:37,1000,19.95,100.95,1172.45,135.54,1658.68,M_0000
158,2022-01-21 12:52:38,1000,20.08,100.9,1174.68,135.41,1646.88,M_0000
159,2022-01-21 12:52:39,1000,19.98,100.98,1173.31,135.52,1660.8,M_0000
160,2022-01-21 12:52:40,1000,19.94,101.02,1177.48,135.5,1648.62,M_0000
161,2022-01-21 12:52:41,1000,20.05,100.96,1169.31,135.37,1646.34,M_0000
162,2022-01-21 12:52:42,1000,20.03,101.09,1179.09,135.53,1660.8,M_0000
163,2022-01-21 12:52:43,1000,20.03,100.97,1170.58,135.41,1674.03,M_0000
164,2022-01-21 12:52:44,1000,19.97,101.08,1172.8,135.44,1636.61,M_0000
165,2022-01-21 12:52:45,1000,20.06,101.06,1171.39,135.51,1645.29,M_0000
166,2022-01-21 12:52:46,1000,20.1,100.99,1170.92,135.41,1661.07,M_0000
167,2022-01-21 12:52:47,1000,19.92,101.02,1177.41,135.46,1640.99,M_0000
168,2022-01-21 12:52:48,1000,20.1,101.08,1170.34,135.42,1642.48,M_0000
169,2022-01-21 12:52:49,1000,19.97,100.94,1177.96,135.49,1667.1,M_0000
170,2022-01-21 12:52:50,1000,19.97,101.04,1177.38,135.38,1673.5,M_0000
171,2022-01-21 12:52:51,1000,20.03,100.98,1176.68,135.36,1661.82,M_0000
172,2022-01-21 12:52:52,1000,20.0,101.07,1171.69,135.55,1654.35,M_0000
173,2022-01-21 12:52:53,1000,20.09,100.99,1172.54,135.37,1663.64,M_0000
174,2022-01-21 12:52:54,1000,19.95,100.91,1175.94,135.48,1654.21,M_0000
175,2022-01-21 12:52:55,1000,20.05,100.9,1176.2,135.47,1672.84,M_0000
176,2022-01-21 12:52:56,1000,20.03,100.91,1172.68,135.55,1664.84,M_0000
177,2022-01-21 12:52:57,1000,19.98,100.97,1170.53,135.44,1635.02,M_0000
178,2022-01-21 12:52:58,1000,20.03,100.99,1170.18,135.55,1662.97,M_0000
179,2022-01-21 12:52:59,1000,20.05,100.99,1175.62,135.39,1643.63,M_0000
180,2022-01-21 12:53:00,1000,19.9,100.92,1174.58,135.43,1643.21,M_0000
181,2022-01-21 12:53:01,1000,20.05,101.06,1171.95,135.53,1639.21,M_0000
182,2022-01-21 12:53:02,1000,19.9,100.96,1175.97,135.37,1673.69,M_0000
183,2022-01-21 12:53:03,1000,20.06,101.05,1171.35,135.47,1671.47,M_0000
184,2022-01-21 12:53:04,1000,19.91,100.99,1174.21,135.36,1668.18,M_0000
185,2022-01-21 12:53:05,1000,20.04,101.02,1177.74,135.41,1644.97,M_0000
186,2022-01-21 12:53:06,1000,20.05,101.03,1178.71,135.51,1640.47,M_0000
187,2022-01-21 12:53:07,1000,19.98,100.91,1172.56,135.43,1662.47,M_0000
188,2022-01-21 12:53:08,1000,20.04,101.09,1176.51,135.44,1640.02,M_0000
189,2022-01-21 12:53:09,1000,20.0,101.02,1172.97,135.52,1663.44,M_0000
190,2022-01-21 12:53:10,1000,19.99,101.04,1177.61,135.52,1657.89,M_0000
191,2022-01-21 12:53:11,1000,20.02,101.05,1171.34,135.37,1661.4,M_0000
192,2022-01-21 12:53:12,1000,19.92,101.01,1174.35,135.51,1656.0,M_0000
193,2022-01-21 12:53:13,1000,20.01,100.94,1178.08,135.55,1634.73,M_0000
194,2022-01-21 12:53:14,1000,20.07,100.97,1171.08,135.53,1654.51,M_0000
195,2022-01-21 12:53:15,1000,20.02,101.0,1169.4,135.53,1656.56,M_0000
196,2022-01-21 12:53:16,1000,20.01,101.06,1175.59,135.48,1664.8,M_0000
197,2022-01-21 12:53:17,1000,20.0,100.98,1177.22,135.5,1634.84,M_0000
198,2022-01-21 12:53:18,1000,19.99,100.96,1177.98,135.39,1646.91,M_0000
199,2022-01-21 12:53:19,1000,20.05,101.03,1169.33,135.4,1640.39,M_0000
200,2022-01-21 12:53:20,1000,19.92,101.01,1175.68,135.45,1654.95,M_0000
201,2022-01-21 12:53:21,1000,20.06,100.91,1175.1,135.54,1660.72,M_0000
202,2022-01-21 12:53:22,1000,19.91,100.97,1179.12,135.54,1635.96,M_0000
203,2022-01-21 12:53:23,1000,19.98,101.08,1178.42,135.54,1673.37,M_0000
204,2022-01-21 12:53:24,1000,19.94,100.9,1173.3,135.41,1655.46,M_0000
205,2022-01-21 12:53:25,1000,20.0,101.0,1175.45,135.37,1646.06,M_0000
206,2022-01-21 12:53:26,1000,20.06,101.06,1177.1,135.36,1653.25,M_0000
207,2022-01-21 12:53:27,1000,20.03,101.01,1170.12,135.47,1659.11,M_0000
208,2022-01-21 12:53:28,1000,20.03,100.92,1171.13,135.51,1664.44,M_0000
209,2022-01-21 12:53:29,1000,20.0,100.94,1176.14,135.49,1663.55,M_0000
210,2022-01-21 12:53:30,1000,20.02,101.03,1178.61,135.54,1637.45,M_0000
211,2022-01-21 12:53:31,1000,20.03,101.1,1173.48,135.45,1653.49,M_0000
212,2022-01-21 12:53:32,1000,20.1,101.0,1175.06,135.43,1651.87,M_0000
213,2022-01-21 12:53:33,1000,19.98,100.93,1176.35,135.37,1644.08,M_0000
214,2022-01-21 12:53:34,1000,20.09,101.08,1176.96,135.4,1660.22,M_0000
215,2022-01-21 12:53:35,1000,19.92,100.98,1175.7,135.47,1641.3,M_0000
216,2022-01-21 12:53:36,1000,19.97,101.1,1178.7,135.38,1672.35,M_0000
217,2022-01-21 12:53:37,1000,19.96,101.06,1173.18,135.44,1661.99,M_0000
218,2022-01-21 12:53:38,1000,19.94,100.91,1173.13,135.52,1640.1,M_0000
219,2022-01-21 12:53:39,1000,20.07,100.95,1173.33,135.39,1639.4,M_0000
220,2022-01-21 12:53:40,1000,20.1,100.98,1176.75,135.56,1653.14,M_0000
221,2022-01-21 12:53:41,1000,19.91,100.91,1173.3,135.45,1672.55,M_0000
222,2022-01-21 12:53:42,1000,19.95,101.08,1174.65,135.54,1640.76,M_0000
223,2022-01-21 12:53:43,1000,19.95,101.01,1169.76,135.46,1666.43,M_0000
224,2022-01-21 12:53:44,1000,19.91,101.03,1174.08,135.53,1667.45,M_0000
225,2022-01-21 12:53:45,1000,20.04,101.05,1175.93,135.46,1663.57,M_0000
226,2022-01-21 12:53:46,1000,20.05,100.95,1175.76,135.5,1663.79,M_0000
227,2022-01-21 12:53:47,1000,20.01,100.97,1176.95,135.45,1635.03,M_0000
228,2022-01-21 12:53:48,1000,19.95,101.05,1173.37,135.46,1663.31,M_0000
229,2022-01-21 12:53:49,1000,20.03,101.05,1178.6,135.52,1671.45,M_0000
230,2022-01-21 12:53:50,1000,20.1,101.07,1169.6,135.48,1658.91,M_0000
231,2022-01-21 12:53:51,1000,20.02,101.07,1171.57,135.53,1653.51,M_0000
232,2022-01-21 12:53:52,1000,19.96,101.04,1173.42,135.4,1665.03,M_0000
233,2022-01-21 12:53:53,1000,20.01,100.96,1177.79,135.4,1669.27,M_0000
234,2022-01-21 12:53:54,1000,19.9,101.02,1174.85,135.37,1652.72,M_0000
235,2022-01-21 12:53:55,1000,19.91,100.9,1173.33,135.52,1648.18,M_0000
236,2022-01-21 12:53:56,1000,19.95,100.97,1177.53,135.52,1651.57,M_0000
237,2022-01-21 12:53:57,1000,19.96,101.04,1178.9,135.41,1639.78,M_0000
238,2022-01-21 12:53:58,1000,19.92,100.99,1177.6,135.53,1659.59,M_0000
239,2022-01-21 12:53:59,1000,19.91,101.07,1172.91,135.4,1653.19,M_0000
240,2022-01-21 12:54:00,1000,20.09,101.1,1178.99,135.5,1668.83,M_0000
241,2022-01-21 12:54:01,1000,20.01,101.08,1177.25,135.52,1644.54,M_0000
242,2022-01-21 12:54:02,1000,20.09,101.07,1175.8,135.49,1655.62,M_0000
243,2022-01-21 12:54:03,1000,20.04,101.04,1178.24,135.38,1640.86,M_0000
244,2022-01-21 12:54:04,1000,19.97,100.9,1172.48,135.54,1636.62,M_0000
245,2022-01-21 12:54:05,1000,20.1,101.04,1177.23,135.55,1639.29,M_0000
246,2022-01-21 12:54:06,1000,19.92,100.99,1176.47,135.47,1634.25,M_0000
247,2022-01-21 12:54:07,1000,20.01,100.92,1179.29,135.5,1652.38,M_0000
248,2022-01-21 12:54:08,1000,19.98,100.99,1171.78,135.44,1637.63,M_0000
249,2022-01-21 12:54:09,1000,19.93,100.98,1171.47,135.5,1638.81,M_0000
250,2022-01-21 12:54:10,1000,19.9,101.05,1178.82,135.47,1655.26,M_0000
251,2022-01-21 12:54:11,1000,19.99,100.98,1176.84,135.43,1645.86,M_0000
252,2022-01-21 12:54:12,1000,20.08,100.97,1175.53,135.43,1656.2,M_0000
253,2022-01-21 12:54:13,1000,19.97,101.03,1172.38,135.4,1641.13,M_0000
254,2022-01-21 12:54:14,1000,19.99,101.09,1174.85,135.53,1659.84,M_0000
255,2022-01-21 12:54:15,1000,20.0,101.0,1177.01,135.5,1657.14,M_0000
256,2022-01-21 12:54:16,1000,19.92,101.03,1173.33,135.41,1640.68,M_0000
257,2022-01-21 12:54:17,1000,20.03,100.95,1174.28,135.53,1638.23,M_0000
258,2022-01-21 12:54:18,1000,20.04,100.9,1175.63,135.51,1672.89,M_0000
259,2022-01-21 12:54:19,1000,20.04,101.06,1177.59,135.44,1674.07,M_0000
260,2022-01-21 12:54:20,1000,19.92,101.02,1173.29,135.5,1663.74,M_0000
261,2022-01-21 12:54:21,1000,19.93,100.91,1172.56,135.55,1640.28,M_0000
262,2022-01-21 12:54:22,1000,20.04,100.98,1176.51,135.44,1672.83,M_0000
263,2022-01-21 12:54:23,1000,20.02,101.04,1176.36,135.49,1643.45,M_0000
264,2022-01-21 12:54:24,1000,20.06,101.0,1172.41,135.45,1671.21,M_0000
265,2022-01-21 12:54:25,1000,20.1,101.06,1176.34,135.55,1665.23,M_0000
266,2022-01-21 12:54:26,1000,19.99,101.01,1177.15,135.39,1663.04,M_0000
267,2022-01-21 12:54:27,1000,20.05,100.98,1176.13,135.53,1641.98,M_0000
268,2022-01-21 12:54:28,1000,20.09,101.02,1170.09,135.56,1659.81,M_0000
269,2022-01-21 12:54:29,1000,19.94,101.09,1172.26,135.48,1650.56,M_0000
270,2022-01-21 12:54:30,1000,19.96,101.01,1176.44,135.56,1654.21,M_0000
271,2022-01-21 12:54:31,1000,20.02,101.08,1179.18,135.42,1653.75,M_0000
272,2022-01-21 12:54:32,1000,19.96,101.04,1170.47,135.45,1649.77,M_0000
273,2022-01-21 12:54:33,1000,19.92,101.01,1176.98,135.42,1658.96,M_0000
274,2022-01-21 12:54:34,1000,19.96,100.96,1175.56,135.41,1649.9,M_0000
275,2022-01-21 12:54:35,1000,19.95,100.96,1174.37,135.49,1672.27,M_0000
276,2022-01-21 12:54:36,1000,19.93,101.07,1170.58,135.5,1656.68,M_0000
277,2022-01-21 12:54:37,1000,20.02,101.01,1173.03,135.48,1640.45,M_0000
278,2022-01-21 12:54:38,1000,19.93,101.0,1171.6,135.39,1671.26,M_0000
279,2022-01-21 12:54:39,1000,19.97,100.92,1176.25,135.56,1656.7,M_0000
280,2022-01-21 12:54:40,0,19.99,101.1,584.5,135.37,1379.29,M_0000
281,2022-01-21 12:54:41,0,20.02,101.09,296.06,135.42,1150.74,M_0000
282,2022-01-21 12:54:42,0,19.99,101.04,150.32,135.4,949.3,M_0000
283,2022-01-21 12:54:43,0,20.02,101.0,71.72,135.52,811.39,M_0000
284,2022-01-21 12:54:44,0,19.94,101.0,32.43,135.39,697.59,M_0000
285,2022-01-21 12:54:45,0,20.03,101.03,16.32,135.42,607.11,M_0000
286,2022-01-21 12:54:46,0,20.04,101.07,4.25,135.38,541.24,M_0000
287,2022-01-21 12:54:47,0,19.99,101.04,6.68,135.56,459.58,M_0000
288,2022-01-21 12:54:48,0,19.98,101.01,2.47,135.39,402.41,M_0000
289,2022-01-21 12:54:49,0,19.95,100.94,0.5,135.47,359.74,M_0000
290,2022-01-21 12:54:50,0,19.94,101.02,0.98,135.5,318.74,M_0000
291,2022-01-21 12:54:51,0,19.93,100.95,-3.45,135.54,276.74,M_0000
292,2022-01-21 12:54:52,0,20.01,100.92,3.87,135.5,245.68,M_0000
293,2022-01-21 12:54:53,0,20.06,100.96,-0.06,135.51,194.87,M_0000
294,2022-01-21 12:54:54,0,19.98,101.06,-3.98,135.5,178.02,M_0000
295,2022-01-21 12:54:55,0,19.92,101.03,-2.05,135.53,166.9,M_0000
296,2022-01-21 12:54:56,0,20.01,101.03,3.88,135.5,145.82,M_0000
297,2022-01-21 12:54:57,0,20.0,101.03,4.41,135.43,105.59,M_0000
298,2022-01-21 12:54:58,0,20.01,101.08,-4.92,135.39,99.02,M_0000
299,2022-01-21 12:54:59,0,19.91,101.08,4.8,135.51,104.56,M_0000
300,2022-01-21 12:41:00,1000,20.0,100.97,570.06,150.17,204.64,M_0001
301,2022-01-21 12:41:01,1000,19.92,100.99,847.89,150.16,449.18,M_0001
302,2022-01-21 12:41:02,1000,19.9,101.01,993.44,150.06,680.95,M_0001
303,2022-01-21 12:41:03,1000,20.08,101.01,1065.06,150.09,853.89,M_0001
304,2022-01-21 12:41:04,1000,20.07,100.95,1094.12,150.18,963.26,M_0001
305,2022-01-21 12:41:05,1000,20.01,100.96,1112.41,150.17,1039.88,M_0001
306,2022-01-21 12:41:06,1000,19.95,100.93,1123.88,150.12,1082.88,M_0001
307,2022-01-21 12:41:07,1000,19.93,100.9,1125.83,150.17,1105.12,M_0001
308,2022-01-21 12:41:08,1000,19.98,101.1,1126.8,150.07,1104.08,M_0001
309,2022-01-21 12:41:09,1000,20.02,100.91,1136.16,150.24,1142.25,M_0001
